Uniform Crime Reporting Statistics - UCR Data Online
http://www.ucrdatatool.gov/


National or state crime in 1999

,,"Crime rate per 100,000 population",,,,,
,,Property crime,,,,,

State,Population,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,
Alabama,   4369862,       3922.3,         884.4,       2737.3,         300.6
Alaska,     619500,       3728.7,         611.3,       2688.3,         429.1
Arizona,   4778332,       5345.0,       1034.3,       3510.2,         800.4
Arkansas,   2551373,       3617.0,         850.2,       2505.6,         261.2
California,  33145121,       3177.8,         675.3,       1994.2,         508.3
Colorado,   4056133,       3722.8,         665.1,       2692.9,         364.8
Connecticut,   3282031,       3043.7,         588.0,       2111.5,         344.2
Delaware,     753538,       4103.6,         696.0,       3003.7,         403.8
District of Columbia,     519000,       6439.3,         976.3,       4181.3,       1281.7
Florida,  15111244,       5351.5,       1200.3,       3534.5,         616.7
Georgia,   7788240,       4614.4,         917.1,       3182.2,         515.1
Hawaii,   1185497,       4600.5,         794.7,       3412.7,         393.1
Idaho,   1251700,       2905.1,         610.4,       2143.0,         151.6
Illinois,  12128370,       3825.2,         711.7,       2646.3,         467.2
Indiana,   5942901,       3391.4,         714.5,       2335.5,         341.4
Iowa,   2869413,       2943.6,         592.9,       2171.7,         179.0
Kansas,   2654052,       4055.8,         824.2,       3003.8,         227.9
Kentucky,   3960825,       2645.1,         635.7,       1785.5,         223.9
Louisiana,   4372035,       5014.1,       1092.7,       3425.2,         496.2
Maine,   1253040,       2762.7,         601.1,       2026.4,         135.2
Maryland,   5171634,       4176.1,         835.9,       2848.2,         492.0
Massachusetts,   6175169,       2711.5,         533.8,       1762.6,         415.0
Michigan,   9863775,       3750.0,         778.0,       2396.2,         575.8
Minnesota,   4775508,       3323.6,         580.2,       2465.4,         278.0
Mississippi,   2768619,       3921.1,       1051.4,       2380.9,         488.8
Missouri,   5468338,       4078.2,         776.8,       2881.1,         420.3
Montana,     882779,       3296.7,         439.1,       2645.4,         212.3
Nebraska,   1666028,       3678.0,         609.7,       2741.8,         326.5
Nevada,   1809253,       4083.1,         973.5,       2385.9,         723.7
New Hampshire,   1201134,       2185.2,         307.9,       1764.6,         112.7
New Jersey,   8143412,       2988.1,         577.1,       1976.8,         434.2
New Mexico,   1739844,       5128.0,       1234.7,       3426.3,         467.1
New York,  18196601,       2690.6,         512.3,       1858.1,         320.2
North Carolina,   7650789,       4633.5,       1286.9,       3012.3,         334.3
North Dakota,     633666,       2327.4,         368.8,       1795.1,         163.5
Ohio,  11256654,       3680.2,         773.1,       2558.9,         348.2
Oklahoma,   3358044,       4175.6,       1026.5,       2787.8,         361.3
Oregon,   3316154,       4626.9,         806.6,       3409.1,         411.1
Pennsylvania,  11994016,       2693.2,         467.2,       1898.9,         327.1
Rhode Island,     990819,       3296.0,         640.0,       2249.0,         406.9
South Carolina,   3885736,       4477.6,       1019.9,       3086.0,         371.7
South Dakota,     733133,       2476.9,         444.0,       1915.5,         117.4
Tennessee,   5483535,       3999.3,         936.7,       2602.1,         460.6
Texas,  20044141,       4471.4,         949.7,       3062.6,         459.2
Utah,   2129836,       4701.3,         685.1,       3669.6,         346.6
Vermont,     593740,       2704.7,         595.7,       1955.4,         153.6
Virginia,   6872912,       3059.3,         471.6,       2326.5,         261.2
Washington,   5756361,       4878.0,         949.4,       3341.2,         587.3
West Virginia,   1806928,       2370.0,         570.2,       1591.7,         208.2
Wisconsin,   5250446,       3050.3,         488.2,       2298.9,         263.2
Wyoming,     479602,       3225.2,         489.8,       2611.1,         124.3
United States-Total, 272690813,       3743.6,         770.4,       2550.7,         422.5

		,Notes:,National or state offense totals are based on data from all reporting agencies and estimates for unreported areas.

"           Rates are the number of reported offenses per 100,000 population"  
 
,,"United States-Total - "
 
,,"The 168 murder and nonnegligent homicides that occurred as a result of the bombing of the Alfred P. Murrah Federal Building in Oklahoma City in 1995 are included in the national estimate." 
,,"The 2,823 murder and nonnegligent homicides that occurred as a result of the events of September 11, 2001, are not included in the national estimates."  
 
,,"Alabama - "
 
,,"2011 - because of changes in the state's reporting practices, figures are not comparable to previous years' data."  
 
,,"Delaware - "
 
,,"Since complete 1995 data were not available from Delaware, standard estimation procedures were applied to derive the 1995 state estimate." 
,,"The state UCR Program was unable to provide 1998 forcible rape figures in accordance with national UCR guidelines.  The 1998 forcible rape total for Delaware was estimated by reducing the number of reported offenses by the proportion of male forcible rape victims statewide."  
 
,,"District of Columbia - "
 
,,"1999-2008 District of Columbia data include reports from the Zoological Police" 
,,"2002-2008 data include reports from the Metro Transit Police" 
,,"2012 data includes offenses reported by the Zoological Police and the Metro Transit Police."  
 
,,"Florida - "
 
,,"Reporting problems at the state resulted in no usable 1988 data.  The state total was estimated by updating previous valid annual totals for individual jurisdictions, subdivided by population group.  Percent changes for each offense within each population group of the geographic division in which the state resides was applied to the previous valid annual totals.  The state total was compiled from the sums of the population group estimates." 
,,"The state UCR Program was unable to provide complete 1996 offense figures in accordance with UCR guidelines.  The state UCR Program was able to provide an aggregated state total and data were received from 94 individual Florida agencies."  
 
,,"Illinois - "
 
,,"The state UCR Program was unable to provide 1985-current forcible rape figures in accordance with national UCR Program guidelines.  The rape totals were estimated using national rates per 100,000 inhabitants within the eight population groups and assigning the forcible rape volumes proportionally to the state.  Rockford, Illinois, has provided valid forcible rape counts as of 2006." 
,,"For 1993 state NIBRS conversion efforts resulted in estimation for Illinois.  Since valid annual totals were available for approximately 60 Illinois agencies, those counts were maintained.  The counts for the remaining jurisdictions were replaced with the most recent valid annual totals or were generated using standard estimation procedures.  The results of all sources were then combined to arrive at the 1993 state total for Illinois." 
,,"For 1994 state NIBRS conversion efforts resulted in estimation for Illinois.  Illinois totals were generated using only the valid crime rates for the East North Central Division.  Within each population group, the state's offense totals were estimated based on the rate per 100,000 inhabitants within the remainder of the division.  " 
,,"For 1996-current, the state UCR Program was unable to provide complete offense figures in accordance with UCR guidelines.  Valid Part I counts were available for most of the largest cities (100,000 and over in population).  For other agencies, the only available counts generated by the Illinois State Program were state totals based upon an incident-level system without indication of multiple offenses recorded within single incidents.  Therefore, the UCR Hierarchy Rule could not be applied in order to convert the state's data to Summary Reporting System data.  (The Hierarchy Rule requires that only the most serious offense in a multiple-offense criminal incident is counted.)  To arrive at a comparable state estimate to be included in national compilations, the Illinois State Program's state totals (which were inflated because of the nonapplication of the Hierarchy Rule) were reduced by the proportion of multiple offenses reported within single incidents in the NIBRS database.  Valid totals for the large cities were excluded from the reduction process."  
 
,,"Iowa - NIBRS conversion efforts resulted in estimation for Iowa in 1991.  State totals were estimated by updating previous valid annual totals for individual jurisdictions, subdivided by population group.  Percent changes for each offense within each population group of the West North Central Division were applied to the previous valid annual totals.  The state totals were compiled from the sums of the population group estimates."
  
 
,,"Kansas - "
 
,,"NIBRS conversion efforts resulted in estimation for Kansas in 1993.  State totals were estimated by updating previous valid annual totals for individual jurisdictions, subdivided by population group.  Percent changes for each offense within each population group of the West North Central Division were applied to the previous valid annual totals.  The state totals were compiled from the sums of the population group estimates. " 
